Pathways	IS013	IS014	IS015	IS016	IS017	IS018	IS019	IS020	IS021	IS023	IS024	IS025	IS026	IS028	IS029	IS030	IS033	IS035	IS036	IS039	IS043	IS044	IS045	IS047	IS180	IS181	IS182	IS183	IS185	IS186	IS187	IS188	IS189	IS190	IS191	IS192	IS193	IS195	IS196	IS197	IS199	IS200	IS201	IS203	IS204	IS205	IS206	IS207	IS208	IS209	IS210
PWY-7185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7187	13410.8825	16969.2693	20217.4021	42573.4666	20104.8173	10097.4597	6715.4308	468.148	34616.9005	17315.02	39705.0918	8677.2461	8662.5937	22059.9627	7170.8523	20945.1897	13983.5869	18809.3196	23659.7971	10094.1066	13832.9539	13826.4143	16870.6541	3576.4477	972.4278	26255.2613	23007.2272	21019.2044	11620.1075	14068.1806	1609.4284	7456.8884	12144.2741	18303.3108	10607.5591	6263.5973	10463.5905	11618.2831	17970.2666	13194.1268	22951.2196	17480.4785	23153.6177	2836.4254	420.7645	1047.1114	1004.7237	323.2121	428.2954	5855.677	8408.6606
PWY-7196	12856.5317	14846.839	18433.3941	34056.0012	20376.7901	8286.5934	5955.3238	485.998	33154.0993	14554.0343	37157.1573	8083.9874	8263.7987	20544.6146	6235.7348	18959.2972	11593.5164	16405.8583	20399.421	9314.7473	11396.7129	10012.6304	12724.6896	3263.9772	1106.4786	23505.9623	19499.2044	20039.1467	9294.3277	11112.5282	1724.5973	6288.6991	9845.8646	16352.4663	7318.4531	5686.413	10221.9874	10473.7345	13578.8057	10192.8764	15350.0181	11441.7462	20105.9062	3160.9068	422.5217	960.6736	998.8482	330.8234	455.6206	5963.1633	8507.2698
PWY-7197	10650.8059	14926.3083	17022.3563	40361.9167	16287.24	8871.9656	5825.1767	414.7344	30004.3073	15207.0449	35508.0439	7939.7472	7522.6473	19853.3895	5714.4121	17965.4321	11466.8003	16235.4287	20877.3548	8826.1537	12007.9679	12242.9346	14894.6233	3120.197	913.9098	23696.0432	19431.0869	18526.0121	10147.2574	12516.4763	1612.6509	5367.6685	10623.8192	11131.9951	9461.6004	5426.8093	8703.7663	9510.9755	15941.8772	11552.2657	20549.3587	15461.1043	21222.332	2447.5337	391.27	955.1946	802.8877	299.7631	380.8287	4245.9863	6620.6829
PWY-7198	234.9224	1.5279	9.8504	26.0152	215.1685	24.2817	36.8655	51.6689	324.1909	0.0	35.5901	0.7104	62.5017	20.7118	86.9532	13.8324	40.1141	26.065	18.8999	85.5155	34.2269	8.5727	36.6229	2.8675	38.0405	0.0	3.9313	60.8082	49.5367	0.0	3.658	52.6381	101.4051	52.3274	38.3504	24.5265	0.0	56.5722	8.6542	7.2104	65.2125	2.2918	4.3018	20.9096	0.0	71.916	5.4719	26.5458	21.3224	500.7521	96.7933
PWY-7199	13673.433	16831.3338	18720.4643	32792.9936	19377.2046	9295.2931	6578.4567	435.003	29818.6537	12225.694	36308.2658	7007.3597	7555.1935	20143.7135	6952.9503	19938.6518	12852.4423	15385.9424	23392.033	9350.9481	11049.2833	13717.2763	17078.3722	2940.1499	780.8185	21257.0677	22379.6291	20235.8888	11524.5587	13793.811	1351.8417	4461.5126	11375.8001	24806.2038	10573.5763	6033.5542	10051.4951	10817.4974	17423.9287	13170.5379	23301.284	17590.5557	17215.9083	3640.0863	368.5764	881.7372	1064.6675	323.4483	448.7426	8225.6795	8282.6323
PWY-7200	11791.2303	15908.4588	17809.7865	34902.6573	16990.5583	8990.8701	6152.2542	424.5076	29385.9669	13375.2106	34922.4828	7324.4928	7454.3705	19739.9895	6160.4385	18892.5302	12206.0857	15690.2831	21759.1539	8810.0676	11236.1666	12822.9271	15773.2564	3023.0921	838.43	22102.6883	20445.3136	19488.9558	10691.808	12984.9638	1493.8687	5341.018	10903.5622	14640.186	9881.5276	5681.0022	9069.4928	9923.2993	16444.4767	12255.8388	21620.582	16323.1108	19035.9921	2812.1621	378.1077	920.7307	892.391	306.2857	404.391	5345.764	7068.9242
PWY-7208	15989.4328	18642.6353	22186.2734	53626.2225	30363.0706	11390.9102	7294.1908	598.4907	42674.7158	21449.1316	46795.3773	10201.6629	11342.1641	25657.6568	7032.0938	22348.5975	14429.6781	20545.1994	27130.5633	11265.0231	15474.3269	15837.8792	19219.5931	3900.3563	1578.9534	30040.8733	24888.296	23086.2806	12973.7946	16178.1553	2292.8845	12312.7526	13471.0225	41037.4298	12293.5585	6735.5923	13021.0795	11853.7344	20633.6004	14676.0226	26800.6995	19967.0233	27302.9608	4575.1771	513.5529	1208.3038	1303.1525	376.8811	531.2729	9503.6156	12194.9541
PWY-7209	0.0	0.0	0.0	0.0	0.0	0.0	3.1592	0.0	0.1062	2.9766	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	4.3312	0.0016	25.2314	0.0	0.0	4.204	0.0	0.0	0.0	8.9219	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3706	0.0024	0.0	0.0	0.0614	0.0023	0.0	0.0	4.4192	0.1584	0.1228	0.0	2.9977
PWY-7210	332.4951	2.1826	14.0687	37.1559	305.6275	34.6523	52.5354	70.3409	461.1006	0.0	50.8238	1.0148	88.9863	29.5765	123.4287	19.7545	57.2249	37.2124	26.9907	121.7077	48.8423	12.2436	52.2711	4.0949	53.484	0.0	5.6156	86.7562	70.6371	0.0	5.2214	74.857	144.3389	74.5759	54.7067	34.9751	0.0	80.6216	12.3606	10.2982	93.0557	3.2738	6.1449	29.7614	0.0	99.9004	7.7945	36.7113	29.8086	678.5954	137.3942
PWY-7211	5234.0794	6839.5712	17697.5889	40548.1554	17717.7075	6886.2461	3918.1946	358.8325	32323.4486	11809.6859	31368.3872	8140.3471	8207.6608	18756.598	4545.5394	15201.6697	2276.5368	12374.9929	15046.8202	7028.3695	9635.6356	6172.8691	7071.0778	3189.484	1066.132	19847.2801	12814.7729	17242.4229	1992.8137	8191.1475	1432.3213	2721.6172	7478.1335	2747.5067	2118.0238	3814.9246	7479.1488	4621.5536	6130.3196	5298.7671	8794.916	3884.9153	18107.9419	2478.0554	382.0744	919.9552	705.9395	252.1703	368.062	4488.6147	5131.13
PWY-7219	18923.8985	22180.9403	27118.469	53583.612	33826.4945	12535.2351	8762.7312	714.0712	49425.4404	22168.5003	49505.8959	11032.0537	11854.4509	27365.7923	10266.431	27723.2292	17571.4859	23675.9576	28689.3638	13805.2938	17289.1029	16271.0599	20163.8862	4781.1646	1635.4607	33694.1541	29049.4387	27965.8898	14274.9061	16603.7364	2192.2255	11096.7573	15209.336	39215.1207	12362.4941	8315.5265	14448.2637	16098.4119	21263.7209	16307.9243	26471.6939	20555.555	28539.6821	4862.9181	566.5766	1397.8341	1546.0338	441.3355	645.3204	10687.9704	12667.9139
PWY-722	28.9277	11.1548	8.7618	148.578	1.0786	15.641	15.7912	52.5733	126.6793	3.7056	25.2569	22.4565	23.5684	122.2466	49.3458	10.9334	4.8089	100.2376	50.5656	51.2846	34.3678	35.43	31.1438	50.2687	302.9533	8.3499	26.9295	44.7346	44.3938	10.2872	91.3543	85.4872	53.011	61.6056	74.5552	33.4102	316.1575	7.4845	230.0527	70.4128	32.9193	39.4846	10.4062	72.6706	73.721	72.6063	21.0207	39.9971	30.9362	55.1176	27.7621
PWY-7220	22964.1949	32539.3984	32816.7297	58923.0428	37097.2978	16818.4452	12289.1209	799.0892	55985.0312	25916.0431	61332.9367	12049.4187	12247.8752	33858.9701	13321.1787	37016.2916	24626.8818	29517.5528	41533.3071	17268.8339	22717.6591	25454.4171	31382.8591	5353.199	1453.5344	38083.904	40971.6544	37040.8199	21424.9234	24921.8856	2409.8672	12290.2794	21813.5908	42532.2275	19742.7336	10894.334	17434.087	20476.3421	32359.9192	24925.4252	42629.6014	33027.3809	32637.6111	4977.5672	640.1339	1671.5594	1795.9435	576.0396	738.6613	12164.5812	13715.871
PWY-7221	17829.1807	19243.7715	24496.648	48819.8194	31427.5309	11300.1338	7725.073	634.2558	45709.0381	22854.6192	43644.3661	10409.5853	11176.3742	23987.0997	8937.6367	24774.9882	16308.3231	22283.6335	24995.1301	12275.2287	15814.1433	14200.6906	17354.1678	4440.7014	1562.5272	32975.2349	25392.4208	24391.2312	12336.6096	14515.8359	2159.4253	11052.6951	13655.3452	37005.554	10849.9844	7611.0802	13410.9451	14058.9593	18663.6171	14067.022	22603.6072	17656.1866	26704.8667	4533.4412	514.1936	1277.2407	1360.7153	394.4412	575.1507	9011.7451	12112.365
PWY-7222	22964.1949	32539.3984	32816.7297	58923.0428	37097.2978	16818.4452	12289.1209	799.0892	55985.0312	25916.0431	61332.9367	12049.4187	12247.8752	33858.9701	13321.1787	37016.2916	24626.8818	29517.5528	41533.3071	17268.8339	22717.6591	25454.4171	31382.8591	5353.199	1453.5344	38083.904	40971.6544	37040.8199	21424.9234	24921.8856	2409.8672	12290.2794	21813.5908	42532.2275	19742.7336	10894.334	17434.087	20476.3421	32359.9192	24925.4252	42629.6014	33027.3809	32637.6111	4977.5672	640.1339	1671.5594	1795.9435	576.0396	738.6613	12164.5812	13715.871
PWY-7228	13799.9681	17534.8402	20871.0872	49604.1001	21892.9007	10755.3375	6995.9708	525.9347	38927.5226	19374.8101	43421.6537	9760.393	9405.359	23431.0942	7208.037	21728.4265	13934.8644	19813.8731	24561.1171	11078.9288	14822.8776	14127.3505	17196.804	3871.7509	1199.0988	29230.9101	23642.5938	22073.788	11904.4226	14450.9778	2031.8855	6953.9373	12771.2986	15766.2671	10958.7281	6609.0092	11338.177	11804.6927	18568.9571	13454.0939	23253.5446	17692.0883	25357.9813	3323.4098	497.1052	1178.0006	1062.308	365.6661	480.8148	5951.102	9020.555
PWY-7229	20259.7299	25018.7908	29410.4298	56827.9813	35617.4127	13869.1885	9780.0382	748.4145	52743.0567	23784.9413	54112.0122	11664.444	12367.0727	29858.072	11265.1319	30711.4694	19499.2275	25835.7963	32270.3619	14980.1442	19056.794	18560.2095	22980.9797	5068.1112	1612.8567	35930.1809	32528.3688	30931.3153	16138.4546	18789.8694	2330.0639	11560.2609	17059.3408	40739.6096	14163.2914	9155.4874	15693.7228	17420.4191	24127.7818	18527.8017	30347.6473	23545.1657	30486.7522	5088.1971	606.6985	1509.0154	1658.8646	480.7808	688.0409	11395.5094	13312.3684
PWY-7234	13150.3273	18436.1223	22430.1119	36966.5646	16316.6098	10001.9635	6899.4459	509.272	36375.1778	13992.4288	34335.7798	8348.129	9230.2517	20828.3919	7176.7049	22182.2349	11183.6966	17888.3345	22539.0464	8633.2544	12053.9632	13402.6409	16523.6852	3705.1817	1072.0636	25158.6389	22575.6453	22905.0939	11422.0575	13557.7399	1840.8075	6735.9948	11924.1761	15637.4079	10124.8612	6543.8557	9374.7746	10998.5811	17091.0372	13509.3874	21884.4945	17089.5603	22240.6641	2880.9066	434.4448	1102.904	948.0785	304.769	429.9021	4721.1326	6917.9471
PWY-7237	571.0179	170.2478	462.712	7689.33	2182.9629	479.3181	303.5665	135.8413	1581.4516	1674.7537	3976.0596	575.2918	729.8645	887.6149	287.9878	864.5571	251.9314	848.6022	685.4123	1253.5569	835.46	136.5946	196.6422	177.8415	534.8284	4609.2658	507.202	880.2579	75.8992	144.6814	864.8588	654.1291	327.3361	738.6862	252.8733	624.9922	736.8636	244.2762	498.3463	196.5075	236.8002	78.1607	456.7188	834.541	131.4479	203.5184	97.3759	79.1072	76.2411	764.7133	511.7079
PWY-7242	1382.9086	496.8079	1684.8958	3714.4297	5572.6279	345.8548	681.5788	247.1405	3094.0114	1160.6467	2275.9605	1016.5997	1070.6458	1037.6965	811.1966	1471.7536	382.6721	1103.7273	1522.8646	1614.9466	1446.6721	523.9762	1093.4816	424.5403	618.6853	5172.6919	1003.4867	2512.0353	257.3294	486.1536	827.5065	792.116	656.3319	8651.0415	452.8781	1114.6743	2117.005	1207.5351	824.2987	557.1229	1435.7729	154.3255	576.9951	586.2432	167.8312	147.7736	299.0432	175.3932	156.2117	3044.9078	1176.9324
PWY-7254	1772.5029	562.0848	2972.2147	17655.6042	8996.6596	1789.0166	640.7807	148.7142	13454.9213	6805.0351	6797.0389	2554.0769	1910.3012	3176.2084	1047.0455	1662.1696	666.7707	4414.9572	1783.0888	3566.7109	4308.5991	639.5367	765.797	952.1196	833.9274	5595.6389	2292.5051	3124.7439	948.0437	747.7621	1790.0587	1218.56	1811.5501	3544.5334	783.0742	895.8017	2261.8647	2158.0724	1608.0736	623.0759	216.5738	372.0315	3977.4432	1686.5772	170.6835	406.4431	209.0259	119.5708	148.5676	1023.732	3021.2493
PWY-7255	0.0	1.7267	10.6702	0.0	0.0	0.045	0.0075	9.8899	296.9733	0.0	0.0	0.03	7.3833	15.1262	32.8673	0.0188	8.0241	12.2613	3.5074	8.0474	0.6663	0.06	0.0	8.6882	21.4446	0.0	12.0278	9.7605	17.2495	20.6744	35.6703	0.0375	9.8921	0.015	16.2983	9.439	0.0	6.524	2.8253	0.1221	13.3516	3.432	0.0338	48.1261	2.6329	14.7062	0.26	0.3483	13.6101	86.3246	17.8784
PWY-7274	0.0	0.0	0.0011	0.0	0.0	0.0059	0.0011	0.0	0.0077	0.0	0.0	0.0039	0.0206	0.003	0.0179	0.0024	0.0051	0.0034	0.0025	0.0014	0.0227	0.0078	0.0	0.006	0.0	0.0	0.0034	0.0161	0.0	0.0	0.037	0.0049	0.0	0.002	0.044	0.0145	0.0	0.0	0.0034	0.0033	0.0015	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014
PWY-7286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1765	0.0	0.0	0.0	0.0	1.0711	0.0	0.0	0.366	0.7079	0.0026	0.0	3.9997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019	0.0	7.29	0.0	0.0	0.0	0.0	0.0	0.0	0.004	4.8597	0.0	0.0	0.0	0.0	10.6363	0.0107	0.0	0.0	0.0	0.0
PWY-7287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7295	0.0	0.0	0.0	148.4344	2.4428	0.0	0.0	0.7463	132.9285	0.0	50.06	0.0	31.6814	157.4441	13.2354	11.512	10.201	35.7892	38.2477	1.4124	0.1315	0.0	0.3236	5.3608	6.6075	0.0	8.7734	7.2482	0.0	0.0	7.1151	22.5657	0.0	0.0	5.4289	0.7549	0.0	10.6727	9.051	10.017	0.0	0.0	0.2829	13.6562	6.7443	0.2198	0.9995	7.0386	0.0	6.2996	2.4382
PWY-7315	493.837	64.2878	130.3216	27.2218	453.5589	50.1479	81.0422	85.754	125.676	117.0409	37.7934	135.7407	76.6907	34.4649	151.8525	42.202	54.5258	309.5745	148.6791	378.1341	94.3197	175.8688	109.4848	131.8915	568.012	20.3487	113.9572	988.5539	103.1367	54.2301	200.7817	291.8895	169.2734	1973.0467	169.9362	243.0603	914.752	314.9454	662.3586	97.7655	119.9621	60.1796	45.3708	241.5307	117.2928	139.6775	135.5823	79.4057	84.1377	1283.02	252.4932
PWY-7316	0.0	0.0	0.0502	195.2299	103.7555	0.0	0.0	0.0402	0.0101	131.2863	0.0	0.0	0.0201	0.0001	0.0703	0.0	0.0402	0.0265	0.0002	306.9988	0.0	0.0	0.0	0.0	0.0025	0.0	0.0402	0.0	0.0398	0.1306	0.219	0.0	0.0	0.0	0.0	0.0398	0.0	0.0199	0.0	0.0002	0.0	0.0	0.0	108.5408	0.0	0.0663	0.0006	0.0	2.9289	0.0301	65.7592
PWY-7323	5845.3865	516.3764	2469.3657	7114.5082	16644.0627	1660.6279	1199.9693	272.1318	18387.493	3315.7487	11561.0642	1931.7712	1873.2577	4157.2682	2743.799	3225.3829	382.3302	1888.3663	4258.528	3798.53	3451.3432	651.6121	1288.1911	1037.0041	777.9601	3503.6022	5289.2474	3041.2582	1118.4641	564.3906	628.6827	421.6014	2024.7801	17949.8357	329.63	1056.5759	5122.4064	3362.7176	946.6972	624.8383	373.5132	146.6747	741.4968	2569.1495	202.216	264.5199	622.4496	166.9137	282.0157	5582.7629	5291.7757
PWY-7328	2284.7697	1862.6196	7097.9613	21200.4614	9877.7178	1126.3921	930.0483	147.3906	12420.9947	4609.8149	16509.9677	4614.337	4189.0843	10936.6753	2908.8356	5632.8854	126.6333	2544.2927	6335.5181	2434.9138	3500.96	1602.3878	1873.9829	562.5534	649.1189	1670.3435	1137.8994	7376.3896	734.3044	3290.899	816.6697	396.87	2030.6121	8642.7402	578.034	877.1902	2201.8866	599.6889	979.2115	956.8224	3517.5558	177.7589	493.1552	1341.8078	187.3217	287.176	220.7121	91.7711	168.9152	2890.3003	945.3266
PWY-7332	1943.8111	39.3052	52.7897	3630.3426	4206.5849	276.9572	358.195	52.8092	8068.0256	206.6316	690.5119	270.1208	498.5039	1029.7547	765.8611	281.5794	32.1074	414.0754	558.9789	1282.9404	1097.797	157.4368	149.9473	413.5818	234.456	119.5994	190.7583	716.5664	275.7255	151.0288	183.5726	44.4249	324.3858	3187.9755	82.2238	280.9126	144.6932	1442.2088	97.0466	97.3522	61.1046	8.4618	4.8416	290.3816	42.3528	221.3912	46.1873	38.9611	112.1581	1174.8718	1349.4716
PWY-7347	0.0509	0.0	3.9687	0.0	0.0	0.0	0.0131	0.0	7.8356	4.0348	0.0	0.0	0.2937	0.148	0.3531	0.0	0.0823	1.964	0.1775	26.7396	0.9658	23.9738	0.0	0.2514	12.1653	0.0	0.0	6.1951	0.0	0.0	3.3537	5.6057	0.0	0.0	0.1667	6.2909	0.0	3.0424	1.2505	0.5697	3.1073	0.1777	0.603	21.4229	0.0	0.7545	11.2417	5.9457	9.7129	0.7714	7.0639
PWY-7352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7371	456.2192	23.4049	23.5626	902.1582	3461.48	61.0216	51.661	20.4187	2369.8005	136.4663	280.7512	55.424	60.9544	48.1182	49.065	14.4311	15.0276	70.3916	89.7681	324.821	671.8705	21.2752	32.7756	42.634	39.0331	60.4704	59.365	91.885	19.3932	16.16	6.8651	24.0054	108.8297	86.8891	12.4438	44.5424	162.096	106.765	17.9476	23.0883	21.3278	8.4457	62.4833	109.1888	13.8063	29.1372	9.973	7.1801	15.3181	267.4524	137.6143
PWY-7373	278.4279	22.4494	12.7009	851.7225	1995.1948	35.8315	50.3303	0.0	1750.3829	122.0463	273.2781	48.758	54.7745	46.884	47.5205	13.5069	8.8961	62.9952	76.5892	302.8533	547.3738	14.4178	27.1547	35.1356	0.0	56.3659	47.6242	73.9252	16.1021	15.7598	0.0031	0.0	101.349	81.0676	0.3842	0.0	153.4121	89.9949	0.0	19.8653	13.0154	3.3457	0.4346	83.5417	0.0	14.8353	5.9284	3.3507	0.0	249.3882	118.1745
PWY-7374	59.3713	0.0	21.2122	0.0	4.4216	0.0	6.5113	17.369	365.345	6.789	0.0	3.6499	6.1384	12.237	22.5573	4.4947	5.4499	10.7233	2.7961	49.0744	1.4804	11.353	6.1182	17.1687	33.8535	0.0	9.2567	48.1066	0.8262	3.2724	6.7699	8.2184	22.3068	21.4183	11.4142	29.6672	0.0	9.494	6.8594	11.9184	10.6336	5.1515	1.2824	66.9913	13.6016	23.0229	3.4108	6.0	7.9256	98.147	38.2305
PWY-7376	200.9681	91.894	94.0799	3955.6697	92.212	338.277	232.175	107.1023	4817.8749	402.522	1322.9849	382.493	317.1969	1257.1091	743.897	78.6199	77.8122	163.721	273.8725	225.1248	975.4136	201.0015	130.6111	264.6851	478.8834	20.1285	63.3175	365.9118	196.3616	58.6355	479.758	185.8205	544.5315	19.3958	348.6461	190.4522	0.0	183.6985	112.8776	211.6922	65.2222	55.3612	34.6856	464.8683	95.8004	156.718	39.4829	79.4045	87.2447	300.1486	118.8211
PWY-7377	2334.0855	557.2926	964.7176	21206.6995	15093.5527	1384.9012	863.8238	93.9088	12809.7701	9970.5632	15413.1244	2554.5313	1985.0302	5907.1762	2414.9694	2826.2303	957.1278	5310.1712	3056.3007	4643.7091	5219.2815	458.1521	441.753	593.9391	216.0345	7990.2694	3007.2795	869.5049	1126.2746	942.7436	189.8941	930.1996	2162.2401	4848.3943	399.5969	1037.4178	3852.2205	3396.1264	1853.0704	317.1056	202.1896	22.2859	4502.9039	1661.7381	115.1414	118.9652	231.6048	78.8186	81.6496	1271.1202	3898.2114
PWY-7385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8157	7.1074	0.0	0.0	0.0	2.3628	0.0611	0.0	0.0	0.0	0.0	0.1068	0.4414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	1.2692	0.0	0.0	0.0	0.0107	0.0	2.5194	0.0	0.0
PWY-7391	0.3465	10.0601	81.3177	82.2476	315.4262	10.3414	17.4927	21.664	1469.548	0.0	559.9687	92.4327	67.2132	26.3206	62.8842	4.1512	16.3179	168.4903	37.9971	146.8998	283.0558	67.8555	33.0407	17.2966	124.9675	10.06	64.4565	54.2446	35.7387	21.0544	85.1439	87.735	212.652	144.4188	70.1667	59.7905	754.8465	13.1319	552.3755	29.4066	74.7356	15.5356	11.3068	169.4001	72.6237	51.0912	30.9846	24.4561	11.1113	105.3065	2.4259
PWY-7392	8885.5075	2992.7294	12499.3571	31185.9886	19477.0396	4374.557	2873.1758	364.1872	26381.8596	12585.2557	27933.405	6242.9569	6546.8712	14908.4785	5536.2725	10729.1741	2300.081	10133.4858	10976.5935	7941.1858	9217.0743	2774.0775	3418.4525	2510.3988	792.0021	16352.8165	11018.8713	10993.4877	2910.2908	4537.6473	1059.5178	2640.803	4425.4057	23095.3273	1421.2351	2942.1175	8230.0086	7978.3446	4251.6912	2111.0162	3054.2961	1040.4909	11852.9935	2980.8433	295.445	655.1367	858.1755	237.4385	366.618	5822.6589	7213.9985
PWY-7398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0508	0.0	0.0	0.0	0.0	0.1508	1.315	0.0	0.1491	0.2402	0.2961	3.1302	0.0	0.31	0.0	2.243	0.0	0.0	0.0334	0.0004	0.0	0.0	0.4936	0.0	0.0	0.0	0.825	0.0	0.0	0.3896	0.8278	0.7133	0.0	0.1627	0.1032	1.1712	0.0	0.0	0.0031	2.1666	0.9044	2.3566	0.0
PWY-7400	6653.7495	2113.9941	7040.0736	34562.6004	16917.8235	4529.9375	1825.2895	383.1206	21206.794	13343.5223	23866.713	5126.1238	4389.4604	9891.9205	2755.0716	5820.0142	2975.5428	10266.7877	6728.5539	7058.2942	9066.6508	2323.3219	2602.6156	1612.3976	1092.9369	13314.3042	8312.1703	8310.6257	3763.0179	2959.054	1591.2034	2855.1155	4648.7994	10923.258	3212.7883	2507.4828	5581.8724	4664.7399	5754.752	1693.0068	1337.3142	1112.739	10998.816	2702.497	322.5265	646.0453	537.3014	276.4358	311.4622	2660.3591	4743.1495
PWY-7401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0926	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	8.118	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.1712	1.4426	0.0021	0.0	0.0	0.0	0.0	0.0	0.0	0.0032	0.1101	0.0	0.0	0.0
PWY-7402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.0036	0.0	0.0	0.0	0.0
PWY-7413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7431	22.1198	23.3936	55.7373	39.0502	40.5572	23.5528	30.9711	58.5406	1235.2436	88.8417	43.513	47.6472	99.7472	53.617	96.5408	15.4648	23.1342	130.7862	43.201	161.315	28.3063	101.3347	45.8608	59.657	319.12	8.1601	63.6848	92.9654	37.2797	45.1518	516.4637	116.3767	81.1851	107.1605	78.5199	108.9994	332.4467	38.084	268.7976	55.8307	76.6525	23.1857	15.5165	394.4426	76.6322	64.8036	45.2979	35.3677	36.0697	170.3637	50.0104
PWY-7446	0.0	0.1494	3.1938	0.0061	2.3346	3.0257	0.0	4.1233	11.834	0.0	0.0012	0.0	0.4242	0.1136	2.427	2.9835	0.06	20.791	0.1986	7.1797	0.5189	3.7209	0.0	8.1795	5.9629	1.3716	0.874	19.1905	0.0	0.2847	2.8711	21.8198	0.0	3.3786	0.0073	0.0122	0.0	3.8529	0.0	4.7038	0.0	0.5596	0.0	1.5893	0.0	0.0	0.0004	2.554	0.0	1.7919	0.0
PWY-7456	1859.704	76.9902	194.6276	150.2187	3592.4051	472.721	293.7215	114.3058	2918.914	647.719	872.0256	494.1756	309.4516	263.5132	457.53	254.0513	28.8614	350.9157	1050.2671	842.7007	1331.218	220.0185	271.4329	235.5975	339.9844	892.3948	1798.6452	497.1908	231.9946	84.4589	156.863	159.5017	142.4404	10177.6024	112.1978	238.2789	2256.2089	1199.4273	36.3027	118.1746	35.2704	42.0207	31.2045	1085.4269	52.6479	67.3528	204.2712	84.0434	94.5515	947.2026	1310.391
